Model,Molecule,Run,Config,Criterion,Score
claude_opus4.6,Threonine,3,no_research,Mechanistic Detail,10
claude_opus4.6,Threonine,3,no_research,Network Completeness,10
claude_opus4.6,Threonine,3,no_research,Prebiotic Plausibility,10
claude_opus4.6,Threonine,3,no_research,Novelty of Reactions,9
claude_opus4.6,Threonine,3,no_research,Total,68
claude_opus4.6,Threonine,3,Naive,Chemical Feasibility,4
claude_opus4.6,Threonine,3,Naive,Pathway Coherence,5
claude_opus4.6,Threonine,3,Naive,Environmental Consistency,3
claude_opus4.6,Threonine,3,Naive,Mechanistic Detail,2
claude_opus4.6,Threonine,3,Naive,Network Completeness,3
claude_opus4.6,Threonine,3,Naive,Prebiotic Plausibility,4
claude_opus4.6,Threonine,3,Naive,Novelty of Reactions,1
claude_opus4.6,Threonine,3,Naive,Total,22
claude_opus4.6,Threonine,4,deep_research_claude,Chemical Feasibility,4
claude_opus4.6,Threonine,4,deep_research_claude,Pathway Coherence,5
claude_opus4.6,Threonine,4,deep_research_claude,Environmental Consistency,8
claude_opus4.6,Threonine,4,deep_research_claude,Mechanistic Detail,6
claude_opus4.6,Threonine,4,deep_research_claude,Network Completeness,8
claude_opus4.6,Threonine,4,deep_research_claude,Prebiotic Plausibility,5
claude_opus4.6,Threonine,4,deep_research_claude,Novelty of Reactions,8
claude_opus4.6,Threonine,4,deep_research_claude,Total,44
claude_opus4.6,Threonine,4,deep_research_gemini,Chemical Feasibility,3
claude_opus4.6,Threonine,4,deep_research_gemini,Pathway Coherence,5
claude_opus4.6,Threonine,4,deep_research_gemini,Environmental Consistency,7
claude_opus4.6,Threonine,4,deep_research_gemini,Mechanistic Detail,6
claude_opus4.6,Threonine,4,deep_research_gemini,Network Completeness,7
claude_opus4.6,Threonine,4,deep_research_gemini,Prebiotic Plausibility,5
claude_opus4.6,Threonine,4,deep_research_gemini,Novelty of Reactions,7
claude_opus4.6,Threonine,4,deep_research_gemini,Total,40
claude_opus4.6,Threonine,4,deep_research_gpt5.4,Chemical Feasibility,9
claude_opus4.6,Threonine,4,deep_research_gpt5.4,Pathway Coherence,9
claude_opus4.6,Threonine,4,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Threonine,4,deep_research_gpt5.4,Mechanistic Detail,9
claude_opus4.6,Threonine,4,deep_research_gpt5.4,Network Completeness,9
claude_opus4.6,Threonine,4,deep_research_gpt5.4,Prebiotic Plausibility,9
claude_opus4.6,Threonine,4,deep_research_gpt5.4,Novelty of Reactions,10
claude_opus4.6,Threonine,4,deep_research_gpt5.4,Total,64
claude_opus4.6,Threonine,4,perfect_rag,Chemical Feasibility,8
claude_opus4.6,Threonine,4,perfect_rag,Pathway Coherence,8
claude_opus4.6,Threonine,4,perfect_rag,Environmental Consistency,8
claude_opus4.6,Threonine,4,perfect_rag,Mechanistic Detail,8
claude_opus4.6,Threonine,4,perfect_rag,Network Completeness,8
claude_opus4.6,Threonine,4,perfect_rag,Prebiotic Plausibility,8
claude_opus4.6,Threonine,4,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Threonine,4,perfect_rag,Total,56
claude_opus4.6,Threonine,4,no_research,Chemical Feasibility,8
claude_opus4.6,Threonine,4,no_research,Pathway Coherence,9
claude_opus4.6,Threonine,4,no_research,Environmental Consistency,8
claude_opus4.6,Threonine,4,no_research,Mechanistic Detail,9
claude_opus4.6,Threonine,4,no_research,Network Completeness,9
claude_opus4.6,Threonine,4,no_research,Prebiotic Plausibility,9
claude_opus4.6,Threonine,4,no_research,Novelty of Reactions,9
claude_opus4.6,Threonine,4,no_research,Total,61
claude_opus4.6,Threonine,4,Naive,Chemical Feasibility,2
claude_opus4.6,Threonine,4,Naive,Pathway Coherence,3
claude_opus4.6,Threonine,4,Naive,Environmental Consistency,3
claude_opus4.6,Threonine,4,Naive,Mechanistic Detail,2
claude_opus4.6,Threonine,4,Naive,Network Completeness,3
claude_opus4.6,Threonine,4,Naive,Prebiotic Plausibility,3
claude_opus4.6,Threonine,4,Naive,Novelty of Reactions,1
claude_opus4.6,Threonine,4,Naive,Total,17
claude_opus4.6,Threonine,5,deep_research_claude,Chemical Feasibility,4
claude_opus4.6,Threonine,5,deep_research_claude,Pathway Coherence,6
claude_opus4.6,Threonine,5,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Threonine,5,deep_research_claude,Mechanistic Detail,8
claude_opus4.6,Threonine,5,deep_research_claude,Network Completeness,8
claude_opus4.6,Threonine,5,deep_research_claude,Prebiotic Plausibility,6
claude_opus4.6,Threonine,5,deep_research_claude,Novelty of Reactions,8
claude_opus4.6,Threonine,5,deep_research_claude,Total,49
claude_opus4.6,Threonine,5,deep_research_gemini,Chemical Feasibility,4
claude_opus4.6,Threonine,5,deep_research_gemini,Pathway Coherence,6
claude_opus4.6,Threonine,5,deep_research_gemini,Environmental Consistency,8
claude_opus4.6,Threonine,5,deep_research_gemini,Mechanistic Detail,7
claude_opus4.6,Threonine,5,deep_research_gemini,Network Completeness,8
claude_opus4.6,Threonine,5,deep_research_gemini,Prebiotic Plausibility,6
claude_opus4.6,Threonine,5,deep_research_gemini,Novelty of Reactions,7
claude_opus4.6,Threonine,5,deep_research_gemini,Total,46
claude_opus4.6,Threonine,5,deep_research_gpt5.4,Chemical Feasibility,10
claude_opus4.6,Threonine,5,deep_research_gpt5.4,Pathway Coherence,9
claude_opus4.6,Threonine,5,deep_research_gpt5.4,Environmental Consistency,8
claude_opus4.6,Threonine,5,deep_research_gpt5.4,Mechanistic Detail,9
claude_opus4.6,Threonine,5,deep_research_gpt5.4,Network Completeness,9
claude_opus4.6,Threonine,5,deep_research_gpt5.4,Prebiotic Plausibility,9
claude_opus4.6,Threonine,5,deep_research_gpt5.4,Novelty of Reactions,10
claude_opus4.6,Threonine,5,deep_research_gpt5.4,Total,64
claude_opus4.6,Threonine,5,perfect_rag,Chemical Feasibility,3
claude_opus4.6,Threonine,5,perfect_rag,Pathway Coherence,5
claude_opus4.6,Threonine,5,perfect_rag,Environmental Consistency,8
claude_opus4.6,Threonine,5,perfect_rag,Mechanistic Detail,7
claude_opus4.6,Threonine,5,perfect_rag,Network Completeness,7
claude_opus4.6,Threonine,5,perfect_rag,Prebiotic Plausibility,5
claude_opus4.6,Threonine,5,perfect_rag,Novelty of Reactions,6
claude_opus4.6,Threonine,5,perfect_rag,Total,41
claude_opus4.6,Threonine,5,no_research,Chemical Feasibility,8
claude_opus4.6,Threonine,5,no_research,Pathway Coherence,9
claude_opus4.6,Threonine,5,no_research,Environmental Consistency,9
claude_opus4.6,Threonine,5,no_research,Mechanistic Detail,9
claude_opus4.6,Threonine,5,no_research,Network Completeness,8
claude_opus4.6,Threonine,5,no_research,Prebiotic Plausibility,8
claude_opus4.6,Threonine,5,no_research,Novelty of Reactions,8
claude_opus4.6,Threonine,5,no_research,Total,59
claude_opus4.6,Threonine,5,Naive,Chemical Feasibility,3
claude_opus4.6,Threonine,5,Naive,Pathway Coherence,4
claude_opus4.6,Threonine,5,Naive,Environmental Consistency,4
claude_opus4.6,Threonine,5,Naive,Mechanistic Detail,2
claude_opus4.6,Threonine,5,Naive,Network Completeness,3
claude_opus4.6,Threonine,5,Naive,Prebiotic Plausibility,4
claude_opus4.6,Threonine,5,Naive,Novelty of Reactions,2
claude_opus4.6,Threonine,5,Naive,Total,22
claude_opus4.6,Valine,1,deep_research_claude,Chemical Feasibility,9
claude_opus4.6,Valine,1,deep_research_claude,Pathway Coherence,9
claude_opus4.6,Valine,1,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Valine,1,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Valine,1,deep_research_claude,Network Completeness,9
claude_opus4.6,Valine,1,deep_research_claude,Prebiotic Plausibility,9
claude_opus4.6,Valine,1,deep_research_claude,Novelty of Reactions,9
claude_opus4.6,Valine,1,deep_research_claude,Total,63
claude_opus4.6,Valine,1,deep_research_gemini,Chemical Feasibility,7
claude_opus4.6,Valine,1,deep_research_gemini,Pathway Coherence,8
claude_opus4.6,Valine,1,deep_research_gemini,Environmental Consistency,9
claude_opus4.6,Valine,1,deep_research_gemini,Mechanistic Detail,7
claude_opus4.6,Valine,1,deep_research_gemini,Network Completeness,8
claude_opus4.6,Valine,1,deep_research_gemini,Prebiotic Plausibility,7
claude_opus4.6,Valine,1,deep_research_gemini,Novelty of Reactions,8
claude_opus4.6,Valine,1,deep_research_gemini,Total,54
claude_opus4.6,Valine,1,deep_research_gpt5.4,Chemical Feasibility,9
claude_opus4.6,Valine,1,deep_research_gpt5.4,Pathway Coherence,10
claude_opus4.6,Valine,1,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Valine,1,deep_research_gpt5.4,Mechanistic Detail,10
claude_opus4.6,Valine,1,deep_research_gpt5.4,Network Completeness,10
claude_opus4.6,Valine,1,deep_research_gpt5.4,Prebiotic Plausibility,9
claude_opus4.6,Valine,1,deep_research_gpt5.4,Novelty of Reactions,10
claude_opus4.6,Valine,1,deep_research_gpt5.4,Total,67
claude_opus4.6,Valine,1,perfect_rag,Chemical Feasibility,8
claude_opus4.6,Valine,1,perfect_rag,Pathway Coherence,9
claude_opus4.6,Valine,1,perfect_rag,Environmental Consistency,9
claude_opus4.6,Valine,1,perfect_rag,Mechanistic Detail,9
claude_opus4.6,Valine,1,perfect_rag,Network Completeness,9
claude_opus4.6,Valine,1,perfect_rag,Prebiotic Plausibility,8
claude_opus4.6,Valine,1,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Valine,1,perfect_rag,Total,60
claude_opus4.6,Valine,1,no_research,Chemical Feasibility,10
claude_opus4.6,Valine,1,no_research,Pathway Coherence,10
claude_opus4.6,Valine,1,no_research,Environmental Consistency,9
claude_opus4.6,Valine,1,no_research,Mechanistic Detail,10
claude_opus4.6,Valine,1,no_research,Network Completeness,10
claude_opus4.6,Valine,1,no_research,Prebiotic Plausibility,10
claude_opus4.6,Valine,1,no_research,Novelty of Reactions,10
claude_opus4.6,Valine,1,no_research,Total,69
claude_opus4.6,Valine,1,Naive,Chemical Feasibility,2
claude_opus4.6,Valine,1,Naive,Pathway Coherence,3
claude_opus4.6,Valine,1,Naive,Environmental Consistency,4
claude_opus4.6,Valine,1,Naive,Mechanistic Detail,3
claude_opus4.6,Valine,1,Naive,Network Completeness,3
claude_opus4.6,Valine,1,Naive,Prebiotic Plausibility,2
claude_opus4.6,Valine,1,Naive,Novelty of Reactions,2
claude_opus4.6,Valine,1,Naive,Total,19
claude_opus4.6,Valine,2,deep_research_claude,Chemical Feasibility,6
claude_opus4.6,Valine,2,deep_research_claude,Pathway Coherence,7
claude_opus4.6,Valine,2,deep_research_claude,Environmental Consistency,8
claude_opus4.6,Valine,2,deep_research_claude,Mechanistic Detail,7
claude_opus4.6,Valine,2,deep_research_claude,Network Completeness,8
claude_opus4.6,Valine,2,deep_research_claude,Prebiotic Plausibility,8
claude_opus4.6,Valine,2,deep_research_claude,Novelty of Reactions,8
claude_opus4.6,Valine,2,deep_research_claude,Total,52
claude_opus4.6,Valine,2,deep_research_gemini,Chemical Feasibility,8
claude_opus4.6,Valine,2,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Valine,2,deep_research_gemini,Environmental Consistency,9
claude_opus4.6,Valine,2,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Valine,2,deep_research_gemini,Network Completeness,9
claude_opus4.6,Valine,2,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Valine,2,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Valine,2,deep_research_gemini,Total,62
claude_opus4.6,Valine,2,deep_research_gpt5.4,Chemical Feasibility,10
claude_opus4.6,Valine,2,deep_research_gpt5.4,Pathway Coherence,10
claude_opus4.6,Valine,2,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Valine,2,deep_research_gpt5.4,Mechanistic Detail,10
claude_opus4.6,Valine,2,deep_research_gpt5.4,Network Completeness,10
claude_opus4.6,Valine,2,deep_research_gpt5.4,Prebiotic Plausibility,10
claude_opus4.6,Valine,2,deep_research_gpt5.4,Novelty of Reactions,10
claude_opus4.6,Valine,2,deep_research_gpt5.4,Total,69
claude_opus4.6,Valine,2,perfect_rag,Chemical Feasibility,8
claude_opus4.6,Valine,2,perfect_rag,Pathway Coherence,8
claude_opus4.6,Valine,2,perfect_rag,Environmental Consistency,9
claude_opus4.6,Valine,2,perfect_rag,Mechanistic Detail,9
claude_opus4.6,Valine,2,perfect_rag,Network Completeness,9
claude_opus4.6,Valine,2,perfect_rag,Prebiotic Plausibility,9
claude_opus4.6,Valine,2,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Valine,2,perfect_rag,Total,60
claude_opus4.6,Valine,2,no_research,Chemical Feasibility,10
claude_opus4.6,Valine,2,no_research,Pathway Coherence,10
claude_opus4.6,Valine,2,no_research,Environmental Consistency,9
claude_opus4.6,Valine,2,no_research,Mechanistic Detail,10
claude_opus4.6,Valine,2,no_research,Network Completeness,9
claude_opus4.6,Valine,2,no_research,Prebiotic Plausibility,9
claude_opus4.6,Valine,2,no_research,Novelty of Reactions,10
claude_opus4.6,Valine,2,no_research,Total,67
claude_opus4.6,Valine,2,Naive,Chemical Feasibility,2
claude_opus4.6,Valine,2,Naive,Pathway Coherence,2
claude_opus4.6,Valine,2,Naive,Environmental Consistency,4
claude_opus4.6,Valine,2,Naive,Mechanistic Detail,3
claude_opus4.6,Valine,2,Naive,Network Completeness,3
claude_opus4.6,Valine,2,Naive,Prebiotic Plausibility,2
claude_opus4.6,Valine,2,Naive,Novelty of Reactions,3
claude_opus4.6,Valine,2,Naive,Total,19
claude_opus4.6,Valine,3,deep_research_claude,Chemical Feasibility,8
claude_opus4.6,Valine,3,deep_research_claude,Pathway Coherence,9
claude_opus4.6,Valine,3,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Valine,3,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Valine,3,deep_research_claude,Network Completeness,9
claude_opus4.6,Valine,3,deep_research_claude,Prebiotic Plausibility,9
claude_opus4.6,Valine,3,deep_research_claude,Novelty of Reactions,9
claude_opus4.6,Valine,3,deep_research_claude,Total,62
claude_opus4.6,Valine,3,deep_research_gemini,Chemical Feasibility,7
claude_opus4.6,Valine,3,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Valine,3,deep_research_gemini,Environmental Consistency,9
claude_opus4.6,Valine,3,deep_research_gemini,Mechanistic Detail,8
claude_opus4.6,Valine,3,deep_research_gemini,Network Completeness,9
claude_opus4.6,Valine,3,deep_research_gemini,Prebiotic Plausibility,8
claude_opus4.6,Valine,3,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Valine,3,deep_research_gemini,Total,59
claude_opus4.6,Valine,3,deep_research_gpt5.4,Chemical Feasibility,9
claude_opus4.6,Valine,3,deep_research_gpt5.4,Pathway Coherence,10
claude_opus4.6,Valine,3,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Valine,3,deep_research_gpt5.4,Mechanistic Detail,9
claude_opus4.6,Valine,3,deep_research_gpt5.4,Network Completeness,10
claude_opus4.6,Valine,3,deep_research_gpt5.4,Prebiotic Plausibility,10
claude_opus4.6,Valine,3,deep_research_gpt5.4,Novelty of Reactions,9
claude_opus4.6,Valine,3,deep_research_gpt5.4,Total,66
claude_opus4.6,Valine,3,perfect_rag,Chemical Feasibility,7
claude_opus4.6,Valine,3,perfect_rag,Pathway Coherence,8
claude_opus4.6,Valine,3,perfect_rag,Environmental Consistency,9
claude_opus4.6,Valine,3,perfect_rag,Mechanistic Detail,8
claude_opus4.6,Valine,3,perfect_rag,Network Completeness,9
claude_opus4.6,Valine,3,perfect_rag,Prebiotic Plausibility,8
claude_opus4.6,Valine,3,perfect_rag,Novelty of Reactions,7
claude_opus4.6,Valine,3,perfect_rag,Total,56
claude_opus4.6,Valine,3,no_research,Chemical Feasibility,9
claude_opus4.6,Valine,3,no_research,Pathway Coherence,9
claude_opus4.6,Valine,3,no_research,Environmental Consistency,9
claude_opus4.6,Valine,3,no_research,Mechanistic Detail,9
claude_opus4.6,Valine,3,no_research,Network Completeness,9
claude_opus4.6,Valine,3,no_research,Prebiotic Plausibility,9
claude_opus4.6,Valine,3,no_research,Novelty of Reactions,10
claude_opus4.6,Valine,3,no_research,Total,64
claude_opus4.6,Valine,3,Naive,Chemical Feasibility,4
claude_opus4.6,Valine,3,Naive,Pathway Coherence,5
claude_opus4.6,Valine,3,Naive,Environmental Consistency,4
claude_opus4.6,Valine,3,Naive,Mechanistic Detail,3
claude_opus4.6,Valine,3,Naive,Network Completeness,3
claude_opus4.6,Valine,3,Naive,Prebiotic Plausibility,4
claude_opus4.6,Valine,3,Naive,Novelty of Reactions,3
claude_opus4.6,Valine,3,Naive,Total,28
claude_opus4.6,Valine,4,deep_research_claude,Chemical Feasibility,9
claude_opus4.6,Valine,4,deep_research_claude,Pathway Coherence,8
claude_opus4.6,Valine,4,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Valine,4,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Valine,4,deep_research_claude,Network Completeness,8
claude_opus4.6,Valine,4,deep_research_claude,Prebiotic Plausibility,9
claude_opus4.6,Valine,4,deep_research_claude,Novelty of Reactions,9
claude_opus4.6,Valine,4,deep_research_claude,Total,61
claude_opus4.6,Valine,4,deep_research_gemini,Chemical Feasibility,7
claude_opus4.6,Valine,4,deep_research_gemini,Pathway Coherence,8
claude_opus4.6,Valine,4,deep_research_gemini,Environmental Consistency,8
claude_opus4.6,Valine,4,deep_research_gemini,Mechanistic Detail,7
claude_opus4.6,Valine,4,deep_research_gemini,Network Completeness,7
claude_opus4.6,Valine,4,deep_research_gemini,Prebiotic Plausibility,8
claude_opus4.6,Valine,4,deep_research_gemini,Novelty of Reactions,8
claude_opus4.6,Valine,4,deep_research_gemini,Total,53
claude_opus4.6,Valine,4,deep_research_gpt5.4,Chemical Feasibility,10
claude_opus4.6,Valine,4,deep_research_gpt5.4,Pathway Coherence,10
claude_opus4.6,Valine,4,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Valine,4,deep_research_gpt5.4,Mechanistic Detail,10
claude_opus4.6,Valine,4,deep_research_gpt5.4,Network Completeness,10
claude_opus4.6,Valine,4,deep_research_gpt5.4,Prebiotic Plausibility,10
claude_opus4.6,Valine,4,deep_research_gpt5.4,Novelty of Reactions,9
claude_opus4.6,Valine,4,deep_research_gpt5.4,Total,68
claude_opus4.6,Valine,4,perfect_rag,Chemical Feasibility,7
claude_opus4.6,Valine,4,perfect_rag,Pathway Coherence,8
claude_opus4.6,Valine,4,perfect_rag,Environmental Consistency,8
claude_opus4.6,Valine,4,perfect_rag,Mechanistic Detail,8
claude_opus4.6,Valine,4,perfect_rag,Network Completeness,9
claude_opus4.6,Valine,4,perfect_rag,Prebiotic Plausibility,8
claude_opus4.6,Valine,4,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Valine,4,perfect_rag,Total,56
claude_opus4.6,Valine,4,no_research,Chemical Feasibility,10
claude_opus4.6,Valine,4,no_research,Pathway Coherence,10
claude_opus4.6,Valine,4,no_research,Environmental Consistency,8
claude_opus4.6,Valine,4,no_research,Mechanistic Detail,9
claude_opus4.6,Valine,4,no_research,Network Completeness,9
claude_opus4.6,Valine,4,no_research,Prebiotic Plausibility,9
claude_opus4.6,Valine,4,no_research,Novelty of Reactions,10
claude_opus4.6,Valine,4,no_research,Total,65
claude_opus4.6,Valine,4,Naive,Chemical Feasibility,2
claude_opus4.6,Valine,4,Naive,Pathway Coherence,3
claude_opus4.6,Valine,4,Naive,Environmental Consistency,3
claude_opus4.6,Valine,4,Naive,Mechanistic Detail,3
claude_opus4.6,Valine,4,Naive,Network Completeness,3
claude_opus4.6,Valine,4,Naive,Prebiotic Plausibility,2
claude_opus4.6,Valine,4,Naive,Novelty of Reactions,2
claude_opus4.6,Valine,4,Naive,Total,18
claude_opus4.6,Valine,5,deep_research_claude,Chemical Feasibility,6
claude_opus4.6,Valine,5,deep_research_claude,Pathway Coherence,8
claude_opus4.6,Valine,5,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Valine,5,deep_research_claude,Mechanistic Detail,8
claude_opus4.6,Valine,5,deep_research_claude,Network Completeness,9
claude_opus4.6,Valine,5,deep_research_claude,Prebiotic Plausibility,8
claude_opus4.6,Valine,5,deep_research_claude,Novelty of Reactions,9
claude_opus4.6,Valine,5,deep_research_claude,Total,57
claude_opus4.6,Valine,5,deep_research_gemini,Chemical Feasibility,8
claude_opus4.6,Valine,5,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Valine,5,deep_research_gemini,Environmental Consistency,9
claude_opus4.6,Valine,5,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Valine,5,deep_research_gemini,Network Completeness,9
claude_opus4.6,Valine,5,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Valine,5,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Valine,5,deep_research_gemini,Total,62
claude_opus4.6,Valine,5,deep_research_gpt5.4,Chemical Feasibility,9
claude_opus4.6,Valine,5,deep_research_gpt5.4,Pathway Coherence,10
claude_opus4.6,Valine,5,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Valine,5,deep_research_gpt5.4,Mechanistic Detail,9
claude_opus4.6,Valine,5,deep_research_gpt5.4,Network Completeness,10
claude_opus4.6,Valine,5,deep_research_gpt5.4,Prebiotic Plausibility,10
claude_opus4.6,Valine,5,deep_research_gpt5.4,Novelty of Reactions,10
claude_opus4.6,Valine,5,deep_research_gpt5.4,Total,67
claude_opus4.6,Valine,5,perfect_rag,Chemical Feasibility,8
claude_opus4.6,Valine,5,perfect_rag,Pathway Coherence,8
claude_opus4.6,Valine,5,perfect_rag,Environmental Consistency,8
claude_opus4.6,Valine,5,perfect_rag,Mechanistic Detail,8
claude_opus4.6,Valine,5,perfect_rag,Network Completeness,9
claude_opus4.6,Valine,5,perfect_rag,Prebiotic Plausibility,8
claude_opus4.6,Valine,5,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Valine,5,perfect_rag,Total,57
claude_opus4.6,Valine,5,no_research,Chemical Feasibility,10
claude_opus4.6,Valine,5,no_research,Pathway Coherence,10
claude_opus4.6,Valine,5,no_research,Environmental Consistency,9
claude_opus4.6,Valine,5,no_research,Mechanistic Detail,10
claude_opus4.6,Valine,5,no_research,Network Completeness,9
claude_opus4.6,Valine,5,no_research,Prebiotic Plausibility,10
claude_opus4.6,Valine,5,no_research,Novelty of Reactions,10
claude_opus4.6,Valine,5,no_research,Total,68
claude_opus4.6,Valine,5,Naive,Chemical Feasibility,4
claude_opus4.6,Valine,5,Naive,Pathway Coherence,4
claude_opus4.6,Valine,5,Naive,Environmental Consistency,4
claude_opus4.6,Valine,5,Naive,Mechanistic Detail,3
claude_opus4.6,Valine,5,Naive,Network Completeness,3
claude_opus4.6,Valine,5,Naive,Prebiotic Plausibility,4
claude_opus4.6,Valine,5,Naive,Novelty of Reactions,3
claude_opus4.6,Valine,5,Naive,Total,25
gpt41,Arginine,1,deep_research_claude,Chemical Feasibility,6
gpt41,Arginine,1,deep_research_claude,Pathway Coherence,7
gpt41,Arginine,1,deep_research_claude,Environmental Consistency,8
gpt41,Arginine,1,deep_research_claude,Mechanistic Detail,7
gpt41,Arginine,1,deep_research_claude,Network Completeness,8
gpt41,Arginine,1,deep_research_claude,Prebiotic Plausibility,8
gpt41,Arginine,1,deep_research_claude,Novelty of Reactions,8
gpt41,Arginine,1,deep_research_claude,Total,52
gpt41,Arginine,1,deep_research_gemini,Chemical Feasibility,7
gpt41,Arginine,1,deep_research_gemini,Pathway Coherence,8
gpt41,Arginine,1,deep_research_gemini,Environmental Consistency,9
gpt41,Arginine,1,deep_research_gemini,Mechanistic Detail,8
gpt41,Arginine,1,deep_research_gemini,Network Completeness,9
gpt41,Arginine,1,deep_research_gemini,Prebiotic Plausibility,9
gpt41,Arginine,1,deep_research_gemini,Novelty of Reactions,10
gpt41,Arginine,1,deep_research_gemini,Total,60
gpt41,Arginine,1,deep_research_gpt5.4,Chemical Feasibility,4
gpt41,Arginine,1,deep_research_gpt5.4,Pathway Coherence,5
gpt41,Arginine,1,deep_research_gpt5.4,Environmental Consistency,7
gpt41,Arginine,1,deep_research_gpt5.4,Mechanistic Detail,5
gpt41,Arginine,1,deep_research_gpt5.4,Network Completeness,7
gpt41,Arginine,1,deep_research_gpt5.4,Prebiotic Plausibility,6
gpt41,Arginine,1,deep_research_gpt5.4,Novelty of Reactions,6
gpt41,Arginine,1,deep_research_gpt5.4,Total,40
gpt41,Arginine,1,perfect_rag,Chemical Feasibility,10
gpt41,Arginine,1,perfect_rag,Pathway Coherence,10
gpt41,Arginine,1,perfect_rag,Environmental Consistency,9
gpt41,Arginine,1,perfect_rag,Mechanistic Detail,10
gpt41,Arginine,1,perfect_rag,Network Completeness,8
gpt41,Arginine,1,perfect_rag,Prebiotic Plausibility,10
gpt41,Arginine,1,perfect_rag,Novelty of Reactions,7
gpt41,Arginine,1,perfect_rag,Total,64
gpt41,Arginine,1,no_research,Chemical Feasibility,2
gpt41,Arginine,1,no_research,Pathway Coherence,2
gpt41,Arginine,1,no_research,Environmental Consistency,6
gpt41,Arginine,1,no_research,Mechanistic Detail,2
gpt41,Arginine,1,no_research,Network Completeness,5
gpt41,Arginine,1,no_research,Prebiotic Plausibility,2
gpt41,Arginine,1,no_research,Novelty of Reactions,3
gpt41,Arginine,1,no_research,Total,22
gpt41,Arginine,1,Naive,Chemical Feasibility,1
gpt41,Arginine,1,Naive,Pathway Coherence,1
gpt41,Arginine,1,Naive,Environmental Consistency,1
gpt41,Arginine,1,Naive,Mechanistic Detail,1
gpt41,Arginine,1,Naive,Network Completeness,1
gpt41,Arginine,1,Naive,Prebiotic Plausibility,1
gpt41,Arginine,1,Naive,Novelty of Reactions,1
gpt41,Arginine,1,Naive,Total,7
gpt41,Arginine,2,deep_research_claude,Chemical Feasibility,6
gpt41,Arginine,2,deep_research_claude,Pathway Coherence,7
gpt41,Arginine,2,deep_research_claude,Environmental Consistency,8
gpt41,Arginine,2,deep_research_claude,Mechanistic Detail,6
gpt41,Arginine,2,deep_research_claude,Network Completeness,7
gpt41,Arginine,2,deep_research_claude,Prebiotic Plausibility,7
gpt41,Arginine,2,deep_research_claude,Novelty of Reactions,7
gpt41,Arginine,2,deep_research_claude,Total,48
gpt41,Arginine,2,deep_research_gemini,Chemical Feasibility,6
gpt41,Arginine,2,deep_research_gemini,Pathway Coherence,5
gpt41,Arginine,2,deep_research_gemini,Environmental Consistency,8
gpt41,Arginine,2,deep_research_gemini,Mechanistic Detail,7
gpt41,Arginine,2,deep_research_gemini,Network Completeness,4
gpt41,Arginine,2,deep_research_gemini,Prebiotic Plausibility,8
gpt41,Arginine,2,deep_research_gemini,Novelty of Reactions,9
gpt41,Arginine,2,deep_research_gemini,Total,47
gpt41,Arginine,2,deep_research_gpt5.4,Chemical Feasibility,5
gpt41,Arginine,2,deep_research_gpt5.4,Pathway Coherence,5
gpt41,Arginine,2,deep_research_gpt5.4,Environmental Consistency,8
gpt41,Arginine,2,deep_research_gpt5.4,Mechanistic Detail,6
gpt41,Arginine,2,deep_research_gpt5.4,Network Completeness,5
gpt41,Arginine,2,deep_research_gpt5.4,Prebiotic Plausibility,6
gpt41,Arginine,2,deep_research_gpt5.4,Novelty of Reactions,7
gpt41,Arginine,2,deep_research_gpt5.4,Total,42
gpt41,Arginine,2,perfect_rag,Chemical Feasibility,10
gpt41,Arginine,2,perfect_rag,Pathway Coherence,10
gpt41,Arginine,2,perfect_rag,Environmental Consistency,9
gpt41,Arginine,2,perfect_rag,Mechanistic Detail,10
